signature_id,time_window,gene,gene_group,analysis_set,cohort_n,patient_n,pooled_contribution,pooled_se,ci95_lower,ci95_upper,tau2,I2_percent,prediction_lower,prediction_upper,direction_consistency,p_value,cohorts,fdr_within_signature_window,signature_gene,current_hpa_symbol,mapping_status,hpa_blood_cell_specificity,hpa_blood_cell_distribution,primary_cell_type,secondary_cell_types,broad_lineage,hpa_quantitative_evidence,pbmc_sepsis_atlas_scope,interpretation,primary_reference,secondary_context_reference,source_url,secondary_source_doi,absolute_pooled_contribution,signature_window_total_absolute,absolute_share
SIG001,T1,HLA-DPB1,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,4,172,-0.0117516596755891,0.0060529344569227,-0.0310147985741507,0.0075114792229725,0.0,0.0,-0.0377953346393396,0.0142920152881614,0.75,0.1474976780073884,GSE236713;GSE57065;GSE95233;GSE54514,0.2704124096802121,HLA-DPB1,HLA-DPB1,EXACT,Immune cell enhanced,Detected in many,myeloid DC,,DENDRITIC,myeloid DC:286.9,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0117516596755891,0.3802190107925815,0.030907606779293603
SIG001,T4,CEACAM1,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.1025137506458709,0.0026647044974961,-0.1363720315531489,-0.0686554697385929,0.0,0.0,,,1.0,0.0165443332798501,GSE236713;GSE54514,,CEACAM1,CEACAM1,EXACT,Group enriched,Detected in many,eosinophil,neutrophil,GRANULOCYTE,eosinophil:44.1;neutrophil:26.9,OUTSIDE_OR_LIMITED_IN_PBMC_ATLAS_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.1025137506458709,0.7854115795115376,0.13052233162850255
SIG001,T4,ZDHHC19,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.3336129266880686,0.012341270664427,-0.4904236384580026,-0.1768022149181345,0.0,0.0,,,1.0,0.023539603409932,GSE236713;GSE54514,,ZDHHC19,ZDHHC19,EXACT,Group enriched,Detected in some,memory B-cell,naive B-cell;neutrophil,B_LYMPHOCYTE,memory B-cell:2.5;naive B-cell:2.4;neutrophil:1.5;eosinophil:1.2,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.3336129266880686,0.7854115795115376,0.42476191514205686
SIG001,T4,NMRK1,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0254730778981881,0.0020286518324353,-0.0512495434200502,0.0003033876236738,0.0,0.0,,,1.0,0.0505930168574074,GSE236713;GSE54514,,NMRK1,NMRK1,EXACT,Low immune cell specificity,Detected in all,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0254730778981881,0.7854115795115376,0.0324327760917789
SIG001,T4,GNA15,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0277682788772209,0.0097251106142132,-0.1513375254258634,0.0958009676714215,0.0,0.0,,,0.5,0.2144607336561961,GSE236713;GSE54514,,GNA15,GNA15,EXACT,Immune cell enhanced,Detected in many,plasmacytoid DC,,DENDRITIC,plasmacytoid DC:67.2,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0277682788772209,0.7854115795115376,0.03535506682304139
SIG001,T4,BATF,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0398565969261417,0.0354624315355603,-0.4904495124686779,0.4107363186163945,0.0018291891953662,64.44822412523081,,,1.0,0.4629012043814261,GSE236713;GSE54514,,BATF,BATF,EXACT,Low immune cell specificity,Detected in all,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0398565969261417,0.7854115795115376,0.0507461284832715
SIG001,T4,C3AR1,UP_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0601863624894706,0.0529506805074921,-0.7329885499510702,0.6126158249721287,0.004699357722883,81.12148611979154,,,1.0,0.4593403446136263,GSE236713;GSE54514,,C3AR1,C3AR1,EXACT,Group enriched,Detected in many,basophil,eosinophil,GRANULOCYTE,basophil:902.8;eosinophil:452.5;non-classical monocyte:373.1;intermediate monocyte:274.2,OUTSIDE_OR_LIMITED_IN_PBMC_ATLAS_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0601863624894706,0.7854115795115376,0.07663034778135261
SIG001,T4,FAM214A,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.019711707148719,0.0154392257442361,-0.2158856704269761,0.1764622561295381,0.0002630612325206,52.98314885841852,,,1.0,0.4229986537077637,GSE236713;GSE54514,,FAM214A,ATOSA,HISTORICAL_SYMBOL_RESOLVED,Low immune cell specificity,Detected in many,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.019711707148719,0.7854115795115376,0.02509729632580422
SIG001,T4,TGFBI,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.055855269022785,0.0140645307370837,-0.2345620760900134,0.1228515380444434,0.0,0.0,,,1.0,0.1570381768465442,GSE236713;GSE54514,,TGFBI,TGFBI,EXACT,Group enriched,Detected in many,plasmacytoid DC,classical monocyte,DENDRITIC,plasmacytoid DC:325.2;classical monocyte:252.5;myeloid DC:157.2;intermediate monocyte:149.2;non-classical monocyte:121.9,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.055855269022785,0.7854115795115376,0.07111592250463439
SIG001,T4,MTCH1,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0019075051850289,0.014922681844635,-0.1915181559196002,0.1877031455495422,0.0003321290898063,70.56933442662748,,,0.5,0.9190624277756356,GSE236713;GSE54514,,MTCH1,MTCH1,EXACT,Low immune cell specificity,Detected in all,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0019075051850289,0.7854115795115376,0.0024286695470102614
SIG001,T4,RPGRIP1,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0998833655661397,0.0760626129613727,-1.066350498641336,0.8665837675090563,0.0108754814738617,93.86999342970104,,,1.0,0.4143310148781001,GSE236713;GSE54514,,RPGRIP1,RPGRIP1,EXACT,Immune cell enhanced,Detected in some,neutrophil,,GRANULOCYTE,neutrophil:8.8,OUTSIDE_OR_LIMITED_IN_PBMC_ATLAS_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0998833655661397,0.7854115795115376,0.12717327853538787
SIG001,T4,HLA-DPB1,DOWN_GEOMETRIC_MEAN,PRIMARY_INDEPENDENT,2,82,-0.0186427390639043,0.0174221817267534,-0.2400125470393593,0.2027270689115506,0.0004358585348122,70.7333045983838,,,0.5,0.4784628814436492,GSE236713;GSE54514,,HLA-DPB1,HLA-DPB1,EXACT,Immune cell enhanced,Detected in many,myeloid DC,,DENDRITIC,myeloid DC:286.9,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0186427390639043,0.7854115795115376,0.02373626713715957
SIG002,T1,PLAC8,LINEAR_PANEL,PRIMARY_INDEPENDENT,3,141,-0.1471255523043766,0.0392155795257473,-0.3158565725974495,0.0216054679886962,0.0008760110818451,0.0,-0.7713963728433244,0.4771452682345711,1.0,0.0642725578185681,GSE236713;GSE57065;GSE95233,0.2570902312742726,PLAC8,PLAC8,EXACT,Immune cell enhanced,Detected in all,plasmacytoid DC,,DENDRITIC,plasmacytoid DC:2328.2,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.1471255523043766,0.6923390102068206,0.21250507357721496
SIG002,T1,LAMP1,LINEAR_PANEL,PRIMARY_INDEPENDENT,3,141,-0.0370058316766844,0.0198536964960404,-0.1224293930999313,0.0484177297465625,0.0,14.275242233865203,-0.2892709641303582,0.2152593007769894,0.6666666666666666,0.2033499587906718,GSE236713;GSE57065;GSE95233,0.2711332783875624,LAMP1,LAMP1,EXACT,Low immune cell specificity,Detected in all,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0370058316766844,0.6923390102068206,0.05345045004127348
SIG002,T1,PLA2G7,LINEAR_PANEL,PRIMARY_INDEPENDENT,3,141,0.3083217552289845,0.1533780699487575,-0.3516108161115628,0.968254326569532,0.0626884398115461,88.06324531232896,-3.422486364018054,4.039129874476023,1.0,0.1821214080214584,GSE236713;GSE57065;GSE95233,0.2711332783875624,PLA2G7,PLA2G7,EXACT,Immune cell enhanced,Detected in some,classical monocyte,,MONOCYTE,classical monocyte:43.4,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.3083217552289845,0.6923390102068206,0.4453335009056911
SIG002,T1,CEACAM4,LINEAR_PANEL,PRIMARY_INDEPENDENT,3,141,-0.1998858709967752,0.1412929371216338,-0.8078203125899586,0.4080485705964081,0.0556721119123447,93.637670799794,-3.694341806701962,3.2945700647084117,0.6666666666666666,0.2927738463182442,GSE236713;GSE57065;GSE95233,0.2927738463182442,CEACAM4,CEACAM4,EXACT,Immune cell enhanced,Detected in many,neutrophil,,GRANULOCYTE,neutrophil:241,OUTSIDE_OR_LIMITED_IN_PBMC_ATLAS_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.1998858709967752,0.6923390102068206,0.2887109754758205
SIG002,T4,PLAC8,LINEAR_PANEL,PRIMARY_INDEPENDENT,1,68,-0.3120848898748439,,,,,,,,1.0,,GSE236713,,PLAC8,PLAC8,EXACT,Immune cell enhanced,Detected in all,plasmacytoid DC,,DENDRITIC,plasmacytoid DC:2328.2,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.3120848898748439,0.7619593187240873,0.40958208949715963
SIG002,T4,LAMP1,LINEAR_PANEL,PRIMARY_INDEPENDENT,1,68,-0.0137207280488661,,,,,,,,1.0,,GSE236713,,LAMP1,LAMP1,EXACT,Low immune cell specificity,Detected in all,,,BROAD_OR_UNRESOLVED,,UNRESOLVED,HPA reports low/broad immune-cell specificity; no dominant lineage assigned.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.0137207280488661,0.7619593187240873,0.018007166146142384
SIG002,T4,PLA2G7,LINEAR_PANEL,PRIMARY_INDEPENDENT,1,68,-0.123699444288572,,,,,,,,1.0,,GSE236713,,PLA2G7,PLA2G7,EXACT,Immune cell enhanced,Detected in some,classical monocyte,,MONOCYTE,classical monocyte:43.4,DIRECTLY_WITHIN_PROFILED_PBMC_LINEAGE_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.123699444288572,0.7619593187240873,0.1623438958600948
SIG002,T4,CEACAM4,LINEAR_PANEL,PRIMARY_INDEPENDENT,1,68,0.3124542565118053,,,,,,,,1.0,,GSE236713,,CEACAM4,CEACAM4,EXACT,Immune cell enhanced,Detected in many,neutrophil,,GRANULOCYTE,neutrophil:241,OUTSIDE_OR_LIMITED_IN_PBMC_ATLAS_SCOPE,Potential cell source based on HPA blood-cell RNA enrichment; bulk change may also reflect abundance shifts.,"Human Protein Atlas v25.1 proteinatlas.tsv, downloaded 2026-07-16",Reyes et al. Nature Medicine 2020 sepsis PBMC atlas (SCP548/SCP550); gene-level matrices not redistributed in author repository and not used to override HPA assignment,https://www.proteinatlas.org/about/download,10.1038/s41591-020-0752-4,0.3124542565118053,0.7619593187240873,0.41006684849660324
